name;address;station_id;wigos_id;latitude;longitude;elevation;region;province;regency;type_id;time_zone
Stasiun Meteorologi Supadio;Jl. Adi Sucipto Km.17 Komplek Bandar Udara Supadio Pontianak, Kalimantan Barat;96581;;-0.14186;109.403;3;Region II;Kalimantan Barat;Kota Pontianak;Meteorologi;UTC+07:00
Stasiun Klimatologi Kalimantan Barat;Jl. Raya Pontianak-Mempawah Km 20.5 Sei Nipah Kec. Jongkat, Kab. Mempawah, Kalimantan Barat;96583;;0.075;109.19;2;Region II;Kalimantan Barat;Kab. Mempawah;Klimatologi;UTC+07:00
Stasiun Meteorologi Beringin;Jl. Pendreh No 187, Kelurahan Melayu, Kec. Teweh Tengah, Kab. Barito Utara;96595;;-0.56;114.53;42;Region III;Kalimantan Tengah;Kab. Barito Utara;Meteorologi;UTC+07:00
Stasiun Meteorologi Aji Pangeran Tumenggung Pranoto;Jl. Pipit No.150  Kel.Bandara Kec.Sei Pinang Kota Samarinda;96607;;-0.48;117.16;10;Region III;Kalimantan Timur;Kota Samarinda;Meteorologi;UTC+08:00
Stasiun Meteorologi Rahadi Oesman;Jl. Patimura no. 11 Kalinilam, Delta Pawan, Ketapang;96615;;-1.8;109.97;4.6;Region II;Kalimantan Barat;Kab. Ketapang;Meteorologi;UTC+07:00
Stasiun Meteorologi Sultan Aji Muhammad Sulaiman Sepinggan;Jl. Marsma R. Iswahyudi No.356 Sepinggan Balikpapan;96633;;-1.26;116.9;3;Region III;Kalimantan Timur;Kota Balikpapan;Meteorologi;UTC+08:00
Stasiun Geofisika Balikpapan;Jl. Marsma Iswahyudi No.354, Sepinggan, Balikpapan, Kalimantan Timur;96635;;-1.2553;116.91463;31;Region III;Kalimantan Timur;Kota Balikpapan;Geofisika;UTC+08:00
Stasiun Meteorologi Iskandar;Jl. Iskandar Bandara Iskandar Pangkalan Bun kab. Kotawaringin Barat;96645;;-2.70446;111.66985;22;Region III;Kalimantan Tengah;Kab. Kotawaringin Barat;Meteorologi;UTC+07:00
Stasiun Meteorologi H. Asan;Jl. Samekto, Bandar Udara Haji Asan Sampit, Kel. Baamang Hulu, Kec. Baamang, Kab. Kotawaringin Timur;96651;;-2.55;112.93;3;Region III;Kalimantan Tengah;Kab. Kotawaringin Timur;Meteorologi;UTC+07:00
Stasiun Meteorologi Sanggu;Jl. Merdeka, Bandar Udara Sanggau, Buntok, PO Box 18;96653;-;-1.67;114.9;27;Region III;Kalimantan Tengah;Kab. Barito Selatan;Meteorologi;UTC+07:00
Stasiun Meteorologi Tjilik Riwut;Jl. Adonis Samad, Kel. Panarung, Kec. Pahandut, Kota Palangka Raya;96655;;-2.22;113.95;11;Region III;Kalimantan Tengah;Kota Palangkaraya;Meteorologi;UTC+07:00
Stasiun Meteorologi Syamsudin Noor;Jl. Angkasa Bandar Udara Syamsudin Noor Banjarmasin;96685;;-3.43953;114.76714;16;Region III;Kalimantan Selatan;Kota Banjarmasin;Meteorologi;UTC+08:00
Stasiun Klimatologi Kalimantan Selatan;Jl. Trikora, Sungai Besar, Banjarbaru Selatan, Kota Banjarbaru, Kalimantan Selatan;96687;;-3.46225;114.84;48;Region III;Kalimantan Selatan;Kota Banjarbaru;Klimatologi;UTC+08:00
Stasiun Meteorologi Gusti Syamsir Alam;Jl. Raya Stagen KM. 10, Kec. Pulau Laut Utara, Kab. Kotabaru, Kalimantan Selatan;96695;;-3.3;116.17;2;Region III;Kalimantan Selatan;Kab. Kotabaru;Meteorologi;UTC+08:00
Stasiun Klimatologi Banten;Jl. Raya Kodam Bintaro No 82, Pondok Betung, Pondok Aren, Kota Tangerang Selatan;96733;;-6.26151;106.75084;27;Region II;Banten;Kota Tangerang Selatan;Klimatologi;UTC+07:00
Stasiun Geofisika Tangerang;Jl. Meteorologi I No 5 Tanah Tinggi Tangerang, Kota Tangerang. Kodepos;96735;;-6.1;106.38;14;Region II;Banten;Kota Tangerang;Geofisika;UTC+07:00
Stasiun Meteorologi Maritim Merak;Jl. Raya Taktakan No 27 Serang Banten;96737;;-6.11185;106.11;25.908;Region II;Banten;Kota Serang;Meteorologi;UTC+07:00
Stasiun Meteorologi Budiarto;Bandar Udara Budiarto, Komplek STPI Curug, Kec. Legok, Kab. Tangerang;96739;;-6.2867;106.56389;46;Region II;Banten;Kab. Tangerang;Meteorologi;UTC+07:00
Stasiun Meteorologi Maritim Tanjung Priok;Jl. Padamarang No. 4A Pelabuhan Tanjung Priok Jakarta Utara;96741;;-6.1078;106.88053;3;Region II;DKI Jakarta;Kota Adm. Jakarta Utara;Meteorologi;UTC+07:00
Stasiun Geofisika Gorontalo;Jl. B.J Habibie (desa moutong) Kec. Tilongkabila Kab. Bone Bolango;96743;;0.55588;123.1406;4;Region IV;Gorontalo;Kab. Bone Bolango;Geofisika;UTC+08:00
Pos Pengamatan Kemayoran;Jl. Angkasa 1, no 2, Kemayoran, Gunung Sahari Selatan, Jakarta Pusat;96745;;-6.155901;106.842218;4;Region II;DKI Jakarta;Kota Adm. Jakarta Pusat;Meteorologi;UTC+07:00
Stasiun Meteorologi Soekarno Hatta;Bandara Soekarno-Hatta Gedung 725, Pajang, Benda, Kota Tangerang, Banten;96749;;-6.12;106.65;11;Region II;Banten;Kota Tangerang;Meteorologi;UTC+07:00
Stasiun Meteorologi Citeko;Jl. Raya Citeko, Cisarua, RT.002/RW.009 Desa Citeko, Kecamatan CIsarua, Kabupaten Bogor;96751;;-6.7;106.85;920;Region II;Jawa Barat;Kab. Bogor;Meteorologi;UTC+07:00
Stasiun Klimatologi Jawa Barat;Jl. Raya Dramaga KM 6.5 Bogor Barat, Kota Bogor, Jawa Barat;96753;;6.33;106.45;207;Region II;Jawa Barat;Kota Bogor;Klimatologi;UTC+07:00
Stasiun Geofisika Bandung;Jl. Cemara No.66, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat;96783;;-6.88356;107.59733;791;Region II;Jawa Barat;Kota Bandung;Geofisika;UTC+07:00
Stasiun Meteorologi Kertajati;Jl. Letnan Angkat Arzain No.28 Jatiwangi Majalengka, Jawa Barat;96791;;-6.7344;108.263;42.3;Region II;Jawa Barat;Kab. Majalengka;Meteorologi;UTC+07:00
Stasiun Meteorologi Maritim Tegal;Jl. Kolonel Sugiono No. 100 Tegal;96797;;-6.5254;109.07157;3;Region II;Jawa Tengah;Kab. Tegal;Meteorologi;UTC+07:00
Stasiun Meteorologi Tunggul Wulung;Jl. Gatot Subroto No. 20, Sidanegara, Cilacap Tengah, Cilacap;96805;;-7.7186;109.0148;6;Region II;Jawa Tengah;Kab. Cilacap;Meteorologi;UTC+07:00
Stasiun Klimatologi Jawa Tengah;Jl. Siliwangi No. 291 Semarang;96835;;-6.9847;110.3812;6;Region II;Jawa Tengah;Kota Semarang;Klimatologi;UTC+07:00
Stasiun Meteorologi Maritim Tanjung Emas;Jl. Yos Sudarso No.58 Pelabuhan Tanjung Emas Semarang;96837;;-6.9486;110.4199;2;Region II;Jawa Tengah;Kota Semarang;Meteorologi;UTC+07:00
Stasiun Meteorologi Ahmad Yani;Jl. PUAD Bandar Udara Ahmad Yani Semarang;96839;;-6.97683;110.3778;5;Region II;Jawa Tengah;Kota Semarang;Meteorologi;UTC+07:00
Stasiun Geofisika Sleman;Jl. wates km.8 Jitengan Balecatur Gamping Sleman Yogyakarta;96855;;-7.82;110.3;153;Region II;DI Yogyakarta;Kab. Sleman;Geofisika;UTC+07:00
Stasiun Meteorologi Sangkapura;Jl. Umar Mas'ud No.4 Sangkapura - Bawean Gresik;96925;;-5.8511;112.6578;3;Region III;Jawa Timur;Kab. Gresik;Meteorologi;UTC+07:00
Stasiun Meteorologi Perak I;Jl. Kalimas Baru 97 B Surabaya;96933;-;-7.2236;112.7239;3;Region III;Jawa Timur;Kota Surabaya;Meteorologi;UTC+07:00
Stasiun Meteorologi Juanda;Bandar Udara Juanda Surabaya (Terminal 1), Sedati - Sidoarjo;96935;;-7.3846;112.7833;3;Region III;Jawa Timur;Kab. Sidoarjo;Meteorologi;UTC+07:00
Stasiun Meteorologi Maritim Tanjung Perak;Jl. Kalimas Baru 97 B Surabaya;96937;-;-7.2053;112.7353;3;Region III;Jawa Timur;Kota Surabaya;Meteorologi;UTC+07:00
Stasiun Klimatologi Jawa Timur;Jl. Zentana 33, Karangploso, Malang, Jawa Timur;96943;;-7.9008;112.5979;590;Region III;Jawa Timur;Kab. Malang;Klimatologi;UTC+07:00
Stasiun Geofisika Pasuruan;Jl. Sedap Malam, Mlaten, Pandaan, Pasuruan, Jawa Timur;96945;;-7.70456;112.63533;862;Region III;Jawa Timur;Kab. Pasuruan;Geofisika;UTC+07:00
Stasiun Geofisika Malang;Jl. Raya Bendungan Lahor, No. 40, Karangkates, Sumberpucung, Malang;96949;;-8.15;112.45;285;Region III;Jawa Timur;Kab. Malang;Geofisika;UTC+07:00
Stasiun Meteorologi Trunojoyo;Jl. Raya kalianget Barat No. 8, Sumenep;96973;;-7.03976;113.914;3;Region III;Jawa Timur;Kab. Sumenep;Meteorologi;UTC+07:00
Stasiun Geofisika Nganjuk;Jl. Pesanggrahan Sawahan Nganjuk JATIM;96975;;-7.73486;111.76682;675;Region III;Jawa Timur;Kab. Nganjuk;Geofisika;UTC+07:00
Stasiun Meteorologi Banyuwangi;Jl. Jaksa Agung Suprapto, No.152, Banyuwangi, Jawa Timur;96987;;-8.215;114.3553;52;Region III;Jawa Timur;Kab. Banyuwangi;Meteorologi;UTC+07:00
Stasiun Meteorologi Naha;Jl. Bandar Udara Naha, Kec. Tabukan Utara, Kab. Kep. Sangihe;97008;;3.68594;125.52881;6;Region IV;Sulawesi Utara;Kab. Kepulauan Sangihe;Meteorologi;UTC+08:00
Stasiun Klimatologi Sulawesi Utara;Jl. Raya Paniki Atas, Desa Paniki Atas, Kec. Talawaan, Kab. Minahasa Utara;97012;;1.54585;124.9233;84;Region IV;Sulawesi Utara;Kab. Minahasa Utara;Klimatologi;UTC+08:00
Stasiun Meteorologi Sam Ratulangi;Jl. Mr. A.A. Maramis Bandara Sam Ratulangi Manado;97014;;1.54575;124.9234;80;Region IV;Sulawesi Utara;Kota Manado;Meteorologi;UTC+08:00
Stasiun Meteorologi Maritim Bitung;Jl. S. H. Sarundajang, Wangurer Barat, Madidir, Bitung, Sulawesi Utara;97016;;1.4431;125.1797;4;Region IV;Sulawesi Utara;Kota Bitung;Meteorologi;UTC+08:00
Stasiun Meteorologi Sultan Bantilan;Komplek Bandar Udara Sultan Bantilan, Desa Lalos, Kec.Galang, Kab. Tolitoli Sulawesi Tengah;97028;;1.12114;120.79433;2;Region IV;Sulawesi Tengah;Kab. Toli Toli;Meteorologi;UTC+08:00
Stasiun Meteorologi Djalaluddin;Jl. Bandara Djalaluddin Tantu, Desa Tolotio, Kec. Tibawa, Kabupaten Gorontalo, Gorontalo;97048;;0.6385;122.8525;33;Region IV;Gorontalo;Kab. Gorontalo;Meteorologi;UTC+08:00
Stasiun Meteorologi Mutiara Sis-Al Jufri;Komplek Bandara Mutiara Palu Jl. Abdurahman Saleh Biroboli - Sulawesi Tengah;97072;;-0.91589;119.90554;79;Region IV;Sulawesi Tengah;Kota Palu;Meteorologi;UTC+08:00
Stasiun Geofisika Palu;Jl. Sumur Yuga No. 04, Kel. Balaroa, Kec. Palu Barat, Kota Palu;97074;;-0.90536;119.8367;75;Region IV;Sulawesi Tengah;Kota Palu;Geofisika;UTC+08:00
Stasiun Meteorologi Kasiguncu;Jl. Bandara Kasiguncu no. 202 Poso;97096;;-1.42038;120.65701;10;Region IV;Sulawesi Tengah;Kab. Poso;Meteorologi;UTC+08:00
Stasiun Meteorologi Majene;;97120;;-3.55074;118.98054;29;Region IV;Sulawesi Barat;Kab. Majene;Meteorologi;UTC+08:00
Stasiun Meteorologi Toraja;Jl. Bandara Toraja Kec. Mengkendek Kab. Tana Toraja - Sulawesi Selatan;97124;;-3.045325005;119.8188707;831;Region IV;Sulawesi Selatan;Kab. Tana Toraja;Meteorologi;UTC+08:00
Stasiun Meteorologi Andi Jemma;Jl. Dirgantara no 3 kec Masamba kab Luwu Utara, Sulawesi Selatan;97126;;-2.55472;120.32422;43;Region IV;Sulawesi Selatan;Kab. Luwu Utara;Meteorologi;UTC+08:00
Stasiun Meteorologi Sangia Ni Bandera;Jl. Protokol No. 1, Desa Dawi-Dawi,  Kec. Pomalaa, Kab. Kolaka, Sulawesi Tenggara;97142;;-4.18059;121.61077;14;Region IV;Sulawesi Tenggara;Kab. Kolaka;Meteorologi;UTC+08:00
Stasiun Meteorologi Maritim Kendari;Jl. R.E. Martadinata No. 154 Kel. Purirano Kendari, Sulawesi Tenggara;97144;;-3.9701;122.5895;2;Region IV;Sulawesi Tenggara;Kota Kendari;Meteorologi;UTC+08:00
Stasiun Geofisika Kendari;Jl. R.E. Martadinata No. 154 Kel. Purirano Kendari, Sulawesi Tenggara;97148;;-3.96;122.62;10;Region IV;Sulawesi Tenggara;Kota Kendari;Geofisika;UTC+08:00
Stasiun Meteorologi Sultan Hasanuddin;Jl. Bandara Internasional Sultan Hasanuddin Hasanuddin Mandai, Maros - Sulawesi Selatan;97180;;-5.07;119.55;14;Region IV;Sulawesi Selatan;Kab. Maros;Meteorologi;UTC+08:00
Stasiun Meteorologi Maritim Paotere;Jl. Salodong Kelurahan Untia Kecamatan Biringkanaya;97182;;-5.11375;119.41983;5;Region IV;Sulawesi Selatan;Kota Makassar;Meteorologi;UTC+08:00
Stasiun Klimatologi Sulawesi Selatan;Jl. DR. Ratulangi no. 75A, Kel. Baju Bodoa, Kec. Maros Baru, Kab. Maros - Sulawesi Selatan;97184;0-20000-0-97184;-4.9308;119.572;13;Region IV;Sulawesi Selatan;Kab. Maros;Klimatologi;UTC+08:00
Stasiun Geofisika Gowa;Jl. Poros Malino, Kel. Tamarunang, Sungguminasa, Kab. Gowa, Sulawesi Selatan;97186;;-5.218;119.47;22;Region IV;Sulawesi Selatan;Kab. Gowa;Geofisika;UTC+08:00
Stasiun Meteorologi Beto Ambari;Jl. Dayanu Ikhsanuddin, Kel. Katobengke, Kec. Betoambari, Kota Bau-Bau, Sulawesi Tenggara;97192;;-5.47;122.62;233;Region IV;Sulawesi Tenggara;Kota Bau Bau;Meteorologi;UTC+08:00
Stasiun Meteorologi I Gusti Ngurah Rai;Gedung GOI Lantai II Bandara Ngurah Rai;97230;;-8.75;115.17;4;Region III;Bali;Kab. Badung;Meteorologi;UTC+08:00
Stasiun Geofisika Denpasar;Jl. Pulau Tarakan No 1 Denpasar Barat;97232;;-8.67689;115.21;15;Region III;Bali;Kota Denpasar;Geofisika;UTC+08:00
Pos Pengamatan Kahang-Kahang;;97234;;-8.365;115.61083;155;Region III;Bali;Kab. Karangasem;Geofisika;UTC+08:00
Stasiun Klimatologi Bali;Jl. Lely No. 9, Baler-bale Agung. Kecamatan Negara;97236;0-20000-0-97236;-8.341;114.6176;25;Region III;Bali;Kab. Jembrana;Klimatologi;UTC+08:00
Stasiun Meteorologi Zainuddin Abdul Madjid;Jl. Raya Mandalika Penujak, Praya, Lombok Tengah NTB;97240;;-8.75277;116.24982;92;Region III;Nusa Tenggara Barat;Kota Mataram;Meteorologi;UTC+08:00
Stasiun Klimatologi Nusa Tenggara Barat;Jl. Tgh. Ibrahim Khalidy, Desa Montong Are, Kec. Kediri Kab.Lombok Barat, NTB;97242;0-20000-0-97242;-8.63627;116.17094;55;Region III;Nusa Tenggara Barat;Kab. Lombok Barat;Klimatologi;UTC+08:00
Stasiun Meteorologi Sultan Muhammad Kaharuddin;Jl. Garuda No.43 Sumbawa Besar;97260;0-20000-0-97260;-8.48845;117.41336;3.048;Region III;Nusa Tenggara Barat;Kab. Sumbawa;Meteorologi;UTC+08:00
Stasiun Meteorologi Sultan Muhammad Salahuddin;Jl. Sultan M. Salahuddin Palibelo Bima - NTB;97270;;-8.54279;118.6928;5;Region III;Nusa Tenggara Barat;Kota Bima;Meteorologi;UTC+08:00
Stasiun Meteorologi Komodo;Jl. Yohanes Sehadun, Labuan Bajo, Komodo, Manggarai Barat, Nusa Tenggara Timur;97282;;-8.48673;119.88683;67;Region III;Nusa Tenggara Timur;Kab. Manggarai Barat;Meteorologi;UTC+08:00
Stasiun Meteorologi Frans Sales Lega;Jl. Satar Tacik, Ruteng, Kab.Manggarai, Nusa Tenggara Timur;97284;;-8.63;120.45;1070;Region III;Nusa Tenggara Timur;Kab. Manggarai;Meteorologi;UTC+08:00
Stasiun Meteorologi Fransiskus Xaverius Seda;Jl. Adi Sucipto, Kec. Waioti, Kel. Alok Timur, Kab. Sikka, NTT;97300;;-8.63577;122.23752;28;Region III;Nusa Tenggara Timur;Kab. Sikka;Meteorologi;UTC+08:00
Stasiun Meteorologi Gewayantana;Jl. Soekarno-Hatta No.76, Kec. Ile Mandiri, Flores Timur, NTT;97310;;-8.2752;122.9986;9;Region III;Nusa Tenggara Timur;Kab. Flores Timur;Meteorologi;UTC+07:00
Stasiun Meteorologi Mali;Jl. SOEKARNO HATTA, Kel. Kabola kec. Kabola - Alor;97320;;-8.13471;124.59;10;Region III;Nusa Tenggara Timur;Kab. Alor;Meteorologi;UTC+08:00
Stasiun Meteorologi Umbu Mehang Kunda;Jl. Adi Sucipto No.3 Kel. Mau Hau, Kab. Sumba Timur, NTT;97340;;-9.66944;120.29972;10;Region III;Nusa Tenggara Timur;Kab. Sumba Timur;Meteorologi;UTC+08:00
Stasiun Geofisika Sumba Timur;Jl. Adi Sucipto I/8, Mauhau, Kab. Sumba Timur, NTT;97342;;-9.66917;120.29776;13;Region III;Nusa Tenggara Timur;Kab. Sumba Timur;Geofisika;UTC+08:00
Stasiun Klimatologi Nusa Tenggara Timur;Jl. Timor Raya KM 10,7 Lasiana Kupang - NTT;97374;20000-0-1-97374;-10.13861;123.66722;19;Region III;Nusa Tenggara Timur;Kota Kupang;Klimatologi;UTC+08:00
Stasiun Meteorologi Eltari;;97372;;-10.1678;123.67039;102;Region III;Nusa Tenggara Timur;Kota Kupang;Meteorologi;UTC+08:00
Stasiun Geofisika Kupang;Jl. R.W. Monginsidi Pasir Panjang, Kecamatan Kota Lama, Kota Kupang - NTT;97376;;-10.16453;123.58933;56;Region III;Nusa Tenggara Timur;Kota Kupang;Geofisika;UTC+07:00
Stasiun Meteorologi David Constatijn Saudale;Jl. Bandar Udara D.C Saudale Rote;97378;;-10.76662;123.07395;141;Region III;Nusa Tenggara Timur;Kab. Rote Ndao;Meteorologi;UTC+08:00
Stasiun Meteorologi Tardamu;Jl. Tardamu No.12 Seba - Sabu;97380;;-10.5;121.83;15;Region III;Nusa Tenggara Timur;Kab. Kupang;Meteorologi;UTC+08:00
Stasiun Meteorologi Gamar Malamo;Jl. Bandara Udara Gamar Malamo Ds. Dokulamo Kec. Galela Barat Kab. Halmahera Utara;97406;;1.84092;127.7905;130;Region IV;Maluku Utara;Kab. Halmahera Utara;Meteorologi;UTC+07:00
Stasiun Meteorologi Sultan Babullah;Jl. BANDARA TERNATE, KEL. TAFURE, KEC. TERNATE UTARA, TERNATE, MALUKU UTARA;97430;;0.8333;127.38;33;Region IV;Maluku Utara;Kota Ternate;Meteorologi;UTC+09:00
Stasiun Geofisika Ternate;Jl. Balibunga, Kel. Tabona, Kec. Ternate Selatan, Kota Ternate;97432;;0.7719;127.3667;49;Region IV;Maluku Utara;Kota Ternate;Geofisika;UTC+09:00
Stasiun Meteorologi Oesman Sadik;Komp. BMG Bandara Oesman Sadik Labuha Bacan Halmahera Selatan;97460;;-0.63784;127.5;14;Region IV;Maluku Utara;Kab. Halmahera Selatan;Meteorologi;UTC+09:00
Stasiun Meteorologi Domine Eduard Osok;Komplek Bandar Udara Domine Eduard Osok , Sorong - Papua Barat Daya;97502;;-0.89118;131.28575;0;Region V;Papua Barat;Kota Sorong;Meteorologi;UTC+09:00
Stasiun Meteorologi Rendani;Jl. Trikora Rendani Manokwari - Papua Barat;97530;;-0.89227;134.05041;3;Region V;Papua Barat;Kab. Manokwari;Meteorologi;UTC+07:00
Stasiun Meteorologi Frans Kaisiepo;Jl. Moh. Yamin, Kel. Mandala, Kec. Biak Kota, Kab. Biak Numfor Papua;97560;0-20000-0-97560;-1.19069;136.10361;11;Region V;Papua;Kab. Biak Numfor;Meteorologi;UTC+09:00
Stasiun Meteorologi Sudjarwo Tjondronegoro;Jl. Jenderal Sudirman, Serui Kota, Yapen Selatan;97570;;-1.8754;136.23994;3;Region V;Papua;Kab. Kepulauan Yapen;Meteorologi;UTC+09:00
Stasiun Meteorologi Mararena;Jl. Inpres Mararena, Kel. Mararena, Kec. Sarmi, Kabupaten Sarmi, Papua;97580;;-1.85;138.75;3;Region V;Papua;Kab. Sarmi;Meteorologi;UTC+09:00
Stasiun Meteorologi Emalamo;Jl. Meteor, Fogi, Sanana, Kepulauan Sula, Maluku Utara;97600;;-2.05;126;2;Region IV;Maluku Utara;Kab. Kepulauan Sula;Meteorologi;UTC+09:00
Stasiun Meteorologi Torea;Jl. Adi Sucipto No.01 Bandar Udara Torea Fakfak;97630;;-2.91938;132.26496;126;Region V;Papua Barat;Kab. Fak Fak;Meteorologi;UTC+09:00
Stasiun Meteorologi Nabire;Kompleks Bandara Douw Aturure Nabire - Papua Tengah;97682;0-20000-0-97682;-3.39712;135.39171;3;Region V;Papua;Kab. Nabire;Meteorologi;UTC+09:00
Stasiun Meteorologi Wamena;Jl. Gatot Subroto 101 Wamena Papua;97686;;-4.08861;138.94639;1653;Region V;Papua;Kab. Jayawijaya;Meteorologi;UTC+09:00
Stasiun Meteorologi Sentani;Jl. Yabaso, Samping hanggar Heli, Komp. Bandar Udara Sentani, Sentani, Kab. Jayapura, Papua;97690;;-2.57;140.48;96;Region V;Papua;Kab. Jayapura;Meteorologi;UTC+09:00
Stasiun Klimatologi Papua Barat;Jl. Sujarwo Condronegoro, SH. Ransiki, Kabupaten Manokwari Selatan, Papua Barat;97694;;-1.47;134.19;20;Region V;Papua Barat;Kab. Manokwari;Klimatologi;UTC+09:00
Stasiun Geofisika Jayapura;Jl. Drs. Krisna Sunarya No.26, Angkasapura, Kec. Jayapura Utara, Kota Jayapura, Papua;97696;;5.19;96.02;0;Region V;Papua;Kota Jayapura;Geofisika;UTC+09:00
Stasiun Meteorologi Maritim Dok II Jayapura;Jl. Soa Siu, Kel. Bhayangkara, Kec. Jayapura Utara, Kota Jayapura, Papua;97698;;-2.53;140.72;3;Region V;Papua;Kota Jayapura;Meteorologi;UTC+09:00
Stasiun Meteorologi Namlea;Jl. Raya Lala, Desa Lala Kecamatan Namlea Kabupaten Buru;97700;;-3.25;127.08;10;Region IV;Maluku;Kab. Buru;Meteorologi;UTC+09:00
